Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,NaN,NaN
13_morph5.jpg,ang80,1,0.018004
33_morph2.jpg,ang20,0,1.878394
13_morph1.jpg,neu,NaN,NaN
13_morph2.jpg,ang20,0,1.925407
33_morph6.jpg,ang100,1,1.154330
33_morph2.jpg,ang20,0,1.301100
13_morph4.jpg,ang60,1,1.750593
33_morph6.jpg,ang100,0,0.879255
13_morph3.jpg,ang40,1,0.495534
13_morph2.jpg,ang20,0,1.835927
33_morph1.jpg,neu,1,1.623533
13_morph5.jpg,ang80,1,1.886173
33_morph3.jpg,ang40,1,1.888287
33_morph4.jpg,ang60,0,1.615068
13_morph4.jpg,ang60,1,1.337075
33_morph2.jpg,ang20,0,1.237458
33_morph3.jpg,ang40,0,1.894455
33_morph6.jpg,ang100,1,1.942517
13_morph2.jpg,ang20,NaN,NaN
33_morph1.jpg,neu,1,0.941603
13_morph4.jpg,ang60,1,1.946715
13_morph3.jpg,ang40,0,2.010674
13_morph5.jpg,ang80,1,0.923383
33_morph6.jpg,ang100,0,0.836271
13_morph1.jpg,neu,0,1.556817
33_morph5.jpg,ang80,0,1.039236
13_morph3.jpg,ang40,NaN,NaN
33_morph3.jpg,ang40,0,1.152063
33_morph5.jpg,ang80,1,1.456909
13_morph6.jpg,ang100,1,1.532426
13_morph3.jpg,ang40,NaN,NaN
33_morph5.jpg,ang80,0,1.394624
13_morph1.jpg,neu,NaN,NaN
33_morph4.jpg,ang60,0,1.458272
33_morph1.jpg,neu,1,1.892514
13_morph2.jpg,ang20,NaN,NaN
33_morph3.jpg,ang40,0,1.511918
13_morph1.jpg,neu,1,1.312121
33_morph2.jpg,ang20,0,1.118499
13_morph5.jpg,ang80,1,1.397129
33_morph6.jpg,ang100,1,1.360679
13_morph6.jpg,ang100,1,0.971945
33_morph2.jpg,ang20,0,1.604276
33_morph4.jpg,ang60,NaN,NaN
13_morph4.jpg,ang60,NaN,NaN
33_morph5.jpg,ang80,NaN,NaN
13_morph2.jpg,ang20,0,1.925524
33_morph3.jpg,ang40,0,1.859636
13_morph6.jpg,ang100,1,2.493149
33_morph4.jpg,ang60,0,2.936374
33_morph1.jpg,neu,NaN,NaN
13_morph3.jpg,ang40,1,1.463453
33_morph4.jpg,ang60,0,2.616248
13_morph5.jpg,ang80,NaN,NaN
33_morph1.jpg,neu,NaN,NaN
13_morph6.jpg,ang100,1,1.140292
13_morph6.jpg,ang100,NaN,NaN
13_morph1.jpg,neu,1,1.401456
33_morph5.jpg,ang80,0,1.583329
12_morph4.jpg,hap60,0,1.461725
12_morph1.jpg,neu,NaN,NaN
15_morph2.jpg,hap20,0,0.135641
12_morph6.jpg,hap100,1,1.085567
12_morph5.jpg,hap80,1,2.140674
15_morph3.jpg,hap40,1,1.104538
12_morph1.jpg,neu,1,1.231628
15_morph6.jpg,hap100,1,1.250502
15_morph6.jpg,hap100,1,1.606612
12_morph4.jpg,hap60,1,2.686641
15_morph6.jpg,hap100,1,1.479388
15_morph5.jpg,hap80,1,1.006133
12_morph5.jpg,hap80,1,2.728431
15_morph4.jpg,hap60,1,1.767022
12_morph1.jpg,neu,0,2.378310
15_morph5.jpg,hap80,1,1.542887
12_morph3.jpg,hap40,1,1.503134
15_morph5.jpg,hap80,1,1.573874
15_morph2.jpg,hap20,0,1.882584
12_morph2.jpg,hap20,0,1.637507
15_morph3.jpg,hap40,1,1.529064
12_morph3.jpg,hap40,0,1.732661
12_morph6.jpg,hap100,1,2.716265
15_morph2.jpg,hap20,0,1.454598
15_morph4.jpg,hap60,1,2.526180
12_morph4.jpg,hap60,1,1.743124
12_morph3.jpg,hap40,1,1.483047
15_morph1.jpg,neu,1,1.706494
12_morph2.jpg,hap20,0,1.518446
12_morph3.jpg,hap40,0,1.868381
15_morph4.jpg,hap60,1,1.270858
15_morph4.jpg,hap60,1,1.151505
12_morph2.jpg,hap20,0,2.094339
15_morph5.jpg,hap80,1,0.825778
12_morph6.jpg,hap100,1,1.084117
15_morph6.jpg,hap100,1,1.383266
12_morph6.jpg,hap100,1,1.353950
15_morph1.jpg,neu,1,1.758791
15_morph1.jpg,neu,1,2.967766
12_morph5.jpg,hap80,1,2.024694
15_morph4.jpg,hap60,1,2.814162
12_morph6.jpg,hap100,1,1.123084
12_morph4.jpg,hap60,NaN,NaN
12_morph4.jpg,hap60,1,2.342281
12_morph1.jpg,neu,1,1.895892
15_morph2.jpg,hap20,0,1.241567
15_morph3.jpg,hap40,1,1.747522
15_morph6.jpg,hap100,1,1.319308
15_morph3.jpg,hap40,1,1.903083
15_morph2.jpg,hap20,0,0.984784
12_morph3.jpg,hap40,1,1.782431
15_morph5.jpg,hap80,1,1.253877
12_morph5.jpg,hap80,0,2.256199
12_morph2.jpg,hap20,0,2.051471
12_morph2.jpg,hap20,0,2.286593
15_morph1.jpg,neu,1,2.507012
15_morph1.jpg,neu,1,1.416835
15_morph3.jpg,hap40,1,2.798196
12_morph1.jpg,neu,1,2.125557
12_morph5.jpg,hap80,1,1.458244
