Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,NaN,NaN
13_morph5.jpg,ang80,NaN,NaN
33_morph2.jpg,ang20,0,1.500265
13_morph1.jpg,neu,1,1.994455
13_morph2.jpg,ang20,0,1.053332
33_morph6.jpg,ang100,1,1.114777
33_morph2.jpg,ang20,0,1.086525
13_morph4.jpg,ang60,1,1.334796
33_morph6.jpg,ang100,1,1.046286
13_morph3.jpg,ang40,0,1.349275
13_morph2.jpg,ang20,0,1.784669
33_morph1.jpg,neu,1,2.255408
13_morph5.jpg,ang80,1,1.171522
33_morph3.jpg,ang40,0,1.578112
33_morph4.jpg,ang60,1,1.783990
13_morph4.jpg,ang60,NaN,NaN
33_morph2.jpg,ang20,0,1.315950
33_morph3.jpg,ang40,0,1.574218
33_morph6.jpg,ang100,1,2.122565
13_morph2.jpg,ang20,0,0.796591
33_morph1.jpg,neu,1,0.857579
13_morph4.jpg,ang60,1,1.202613
13_morph3.jpg,ang40,0,1.034643
13_morph5.jpg,ang80,0,1.272708
33_morph6.jpg,ang100,1,1.374123
13_morph1.jpg,neu,1,0.716620
33_morph5.jpg,ang80,1,0.814388
13_morph3.jpg,ang40,0,0.740372
33_morph3.jpg,ang40,1,0.792486
33_morph5.jpg,ang80,0,1.518240
13_morph6.jpg,ang100,1,1.921620
13_morph3.jpg,ang40,0,0.945995
33_morph5.jpg,ang80,1,1.685211
13_morph1.jpg,neu,1,0.691170
33_morph4.jpg,ang60,1,1.340392
33_morph1.jpg,neu,1,0.943657
13_morph2.jpg,ang20,0,1.932745
33_morph3.jpg,ang40,0,1.038093
13_morph1.jpg,neu,1,0.812354
33_morph2.jpg,ang20,0,0.740211
13_morph5.jpg,ang80,1,1.107683
33_morph6.jpg,ang100,1,1.068454
13_morph6.jpg,ang100,1,0.752269
33_morph2.jpg,ang20,0,0.985546
33_morph4.jpg,ang60,1,1.195690
13_morph4.jpg,ang60,1,0.960757
33_morph5.jpg,ang80,1,0.598788
13_morph2.jpg,ang20,0,1.114982
33_morph3.jpg,ang40,1,1.948250
13_morph6.jpg,ang100,0,0.774735
33_morph4.jpg,ang60,0,1.005590
33_morph1.jpg,neu,1,1.206350
13_morph3.jpg,ang40,0,1.574590
33_morph4.jpg,ang60,1,1.575422
13_morph5.jpg,ang80,1,0.870021
33_morph1.jpg,neu,1,1.773123
13_morph6.jpg,ang100,1,1.978455
13_morph6.jpg,ang100,1,1.113275
13_morph1.jpg,neu,1,1.341874
33_morph5.jpg,ang80,1,1.434073
12_morph4.jpg,hap60,0,1.070259
12_morph1.jpg,neu,0,1.408360
15_morph2.jpg,hap20,1,1.182609
12_morph6.jpg,hap100,0,0.500893
12_morph5.jpg,hap80,0,0.507424
15_morph3.jpg,hap40,0,0.637683
12_morph1.jpg,neu,0,0.724951
15_morph6.jpg,hap100,0,0.737194
15_morph6.jpg,hap100,1,0.740879
12_morph4.jpg,hap60,0,0.571408
15_morph6.jpg,hap100,0,0.453419
15_morph5.jpg,hap80,0,0.762239
12_morph5.jpg,hap80,0,0.624050
15_morph4.jpg,hap60,0,0.909030
12_morph1.jpg,neu,0,1.146148
15_morph5.jpg,hap80,0,1.251312
12_morph3.jpg,hap40,1,0.789528
15_morph5.jpg,hap80,0,1.065714
15_morph2.jpg,hap20,1,1.626422
12_morph2.jpg,hap20,NaN,NaN
15_morph3.jpg,hap40,0,1.254051
12_morph3.jpg,hap40,0,1.226145
12_morph6.jpg,hap100,0,1.113922
15_morph2.jpg,hap20,1,0.823860
15_morph4.jpg,hap60,0,0.471193
12_morph4.jpg,hap60,0,0.955786
12_morph3.jpg,hap40,0,2.272285
15_morph1.jpg,neu,0,1.551828
12_morph2.jpg,hap20,1,0.997601
12_morph3.jpg,hap40,1,1.061056
15_morph4.jpg,hap60,0,1.198930
15_morph4.jpg,hap60,0,0.535303
12_morph2.jpg,hap20,1,1.971797
15_morph5.jpg,hap80,0,0.873041
12_morph6.jpg,hap100,0,1.012942
15_morph6.jpg,hap100,0,0.479947
12_morph6.jpg,hap100,0,0.751435
15_morph1.jpg,neu,0,0.900955
15_morph1.jpg,neu,0,0.736075
12_morph5.jpg,hap80,0,1.404596
15_morph4.jpg,hap60,0,1.257751
12_morph6.jpg,hap100,0,1.204327
12_morph4.jpg,hap60,0,0.942938
12_morph4.jpg,hap60,0,1.157865
12_morph1.jpg,neu,1,1.341339
15_morph2.jpg,hap20,0,1.287492
15_morph3.jpg,hap40,1,1.203377
15_morph6.jpg,hap100,0,2.800783
15_morph3.jpg,hap40,1,1.504403
15_morph2.jpg,hap20,0,1.125740
12_morph3.jpg,hap40,1,2.296591
15_morph5.jpg,hap80,1,1.180250
12_morph5.jpg,hap80,1,1.390428
12_morph2.jpg,hap20,0,1.046777
12_morph2.jpg,hap20,0,0.752622
15_morph1.jpg,neu,1,1.055783
15_morph1.jpg,neu,1,0.656407
15_morph3.jpg,hap40,1,1.018242
12_morph1.jpg,neu,1,0.662713
12_morph5.jpg,hap80,1,1.172368
