Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,1,1.255568
13_morph5.jpg,ang80,1,1.032335
33_morph2.jpg,ang20,0,0.828153
13_morph1.jpg,neu,0,1.124355
13_morph2.jpg,ang20,0,1.282831
33_morph6.jpg,ang100,1,0.834475
33_morph2.jpg,ang20,1,0.999362
13_morph4.jpg,ang60,1,0.007086
33_morph6.jpg,ang100,1,2.024073
13_morph3.jpg,ang40,0,0.888016
13_morph2.jpg,ang20,0,1.189522
33_morph1.jpg,neu,1,1.428678
13_morph5.jpg,ang80,1,1.001303
33_morph3.jpg,ang40,1,1.034831
33_morph4.jpg,ang60,1,0.943115
13_morph4.jpg,ang60,1,1.105175
33_morph2.jpg,ang20,0,1.280588
33_morph3.jpg,ang40,0,1.184044
33_morph6.jpg,ang100,1,1.492503
13_morph2.jpg,ang20,0,1.652955
33_morph1.jpg,neu,0,1.527538
13_morph4.jpg,ang60,0,1.356038
13_morph3.jpg,ang40,NaN,NaN
13_morph5.jpg,ang80,1,1.571183
33_morph6.jpg,ang100,1,1.345094
13_morph1.jpg,neu,1,1.399929
33_morph5.jpg,ang80,1,1.314925
13_morph3.jpg,ang40,0,1.307972
33_morph3.jpg,ang40,1,1.717790
33_morph5.jpg,ang80,1,1.182505
13_morph6.jpg,ang100,1,0.879107
13_morph3.jpg,ang40,1,1.556421
33_morph5.jpg,ang80,1,1.199633
13_morph1.jpg,neu,1,1.409906
33_morph4.jpg,ang60,0,0.974183
33_morph1.jpg,neu,1,1.333384
13_morph2.jpg,ang20,0,1.859805
33_morph3.jpg,ang40,1,1.298011
13_morph1.jpg,neu,1,1.531258
33_morph2.jpg,ang20,0,1.310548
13_morph5.jpg,ang80,1,0.932544
33_morph6.jpg,ang100,1,1.273911
13_morph6.jpg,ang100,1,0.719241
33_morph2.jpg,ang20,0,1.196245
33_morph4.jpg,ang60,1,1.004223
13_morph4.jpg,ang60,1,0.934725
33_morph5.jpg,ang80,1,1.348285
13_morph2.jpg,ang20,0,1.261376
33_morph3.jpg,ang40,1,1.361728
13_morph6.jpg,ang100,1,0.944594
33_morph4.jpg,ang60,NaN,NaN
33_morph1.jpg,neu,NaN,NaN
13_morph3.jpg,ang40,NaN,0.007159
33_morph4.jpg,ang60,1,0.407285
13_morph5.jpg,ang80,0,0.425674
33_morph1.jpg,neu,1,0.415012
13_morph6.jpg,ang100,1,1.616064
13_morph6.jpg,ang100,1,0.854996
13_morph1.jpg,neu,0,0.449883
33_morph5.jpg,ang80,0,1.630461
12_morph4.jpg,hap60,NaN,NaN
12_morph1.jpg,neu,NaN,NaN
15_morph2.jpg,hap20,0,1.659622
12_morph6.jpg,hap100,0,0.477142
12_morph5.jpg,hap80,0,0.905845
15_morph3.jpg,hap40,0,0.828423
12_morph1.jpg,neu,0,1.885109
15_morph6.jpg,hap100,0,1.547218
15_morph6.jpg,hap100,0,1.663193
12_morph4.jpg,hap60,0,1.202686
15_morph6.jpg,hap100,0,0.007021
15_morph5.jpg,hap80,0,1.441143
12_morph5.jpg,hap80,NaN,NaN
15_morph4.jpg,hap60,NaN,NaN
12_morph1.jpg,neu,NaN,NaN
15_morph5.jpg,hap80,NaN,NaN
12_morph3.jpg,hap40,0,1.825016
15_morph5.jpg,hap80,0,0.852410
15_morph2.jpg,hap20,1,0.845250
12_morph2.jpg,hap20,0,1.296459
15_morph3.jpg,hap40,0,0.950446
12_morph3.jpg,hap40,1,1.003780
12_morph6.jpg,hap100,0,0.963556
15_morph2.jpg,hap20,1,1.509975
15_morph4.jpg,hap60,NaN,NaN
12_morph4.jpg,hap60,0,1.036500
12_morph3.jpg,hap40,1,0.466281
15_morph1.jpg,neu,0,0.627913
12_morph2.jpg,hap20,NaN,NaN
12_morph3.jpg,hap40,NaN,NaN
15_morph4.jpg,hap60,0,2.109711
15_morph4.jpg,hap60,NaN,NaN
12_morph2.jpg,hap20,0,0.023036
15_morph5.jpg,hap80,NaN,NaN
12_morph6.jpg,hap100,0,0.006822
15_morph6.jpg,hap100,0,0.006550
12_morph6.jpg,hap100,NaN,NaN
15_morph1.jpg,neu,0,1.697868
15_morph1.jpg,neu,0,2.142644
12_morph5.jpg,hap80,NaN,NaN
15_morph4.jpg,hap60,NaN,NaN
12_morph6.jpg,hap100,0,0.348408
12_morph4.jpg,hap60,NaN,NaN
12_morph4.jpg,hap60,0,1.608418
12_morph1.jpg,neu,NaN,NaN
15_morph2.jpg,hap20,NaN,NaN
15_morph3.jpg,hap40,NaN,NaN
15_morph6.jpg,hap100,NaN,NaN
15_morph3.jpg,hap40,1,2.344179
15_morph2.jpg,hap20,0,2.321171
12_morph3.jpg,hap40,1,2.118234
15_morph5.jpg,hap80,1,1.229651
12_morph5.jpg,hap80,1,2.151784
12_morph2.jpg,hap20,NaN,NaN
12_morph2.jpg,hap20,1,0.007269
15_morph1.jpg,neu,1,2.103350
15_morph1.jpg,neu,NaN,NaN
15_morph3.jpg,hap40,NaN,NaN
12_morph1.jpg,neu,1,2.514490
12_morph5.jpg,hap80,1,0.861744
