Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,NaN,NaN
13_morph5.jpg,ang80,NaN,NaN
33_morph2.jpg,ang20,NaN,NaN
13_morph1.jpg,neu,1,1.740229
13_morph2.jpg,ang20,0,1.205236
33_morph6.jpg,ang100,1,1.734571
33_morph2.jpg,ang20,0,1.476344
13_morph4.jpg,ang60,0,1.634708
33_morph6.jpg,ang100,0,0.006935
13_morph3.jpg,ang40,NaN,NaN
13_morph2.jpg,ang20,0,1.611513
33_morph1.jpg,neu,1,2.030145
13_morph5.jpg,ang80,NaN,NaN
33_morph3.jpg,ang40,0,1.619013
33_morph4.jpg,ang60,0,2.826399
13_morph4.jpg,ang60,NaN,NaN
33_morph2.jpg,ang20,0,1.795057
33_morph3.jpg,ang40,0,1.418029
33_morph6.jpg,ang100,1,1.604305
13_morph2.jpg,ang20,0,2.330635
33_morph1.jpg,neu,1,1.349689
13_morph4.jpg,ang60,NaN,NaN
13_morph3.jpg,ang40,0,1.505506
13_morph5.jpg,ang80,1,2.302996
33_morph6.jpg,ang100,1,2.581317
13_morph1.jpg,neu,1,2.230142
33_morph5.jpg,ang80,1,2.460249
13_morph3.jpg,ang40,0,1.444393
33_morph3.jpg,ang40,0,1.390466
33_morph5.jpg,ang80,1,1.816136
13_morph6.jpg,ang100,1,2.501410
13_morph3.jpg,ang40,1,0.007077
33_morph5.jpg,ang80,1,1.561818
13_morph1.jpg,neu,1,1.421404
33_morph4.jpg,ang60,NaN,NaN
33_morph1.jpg,neu,1,1.456149
13_morph2.jpg,ang20,0,1.578278
33_morph3.jpg,ang40,0,1.537142
13_morph1.jpg,neu,1,1.672183
33_morph2.jpg,ang20,0,1.775676
13_morph5.jpg,ang80,1,2.422556
33_morph6.jpg,ang100,1,1.588267
13_morph6.jpg,ang100,1,1.512344
33_morph2.jpg,ang20,NaN,NaN
33_morph4.jpg,ang60,1,2.397586
13_morph4.jpg,ang60,NaN,NaN
33_morph5.jpg,ang80,NaN,NaN
13_morph2.jpg,ang20,0,1.706506
33_morph3.jpg,ang40,0,2.429636
13_morph6.jpg,ang100,1,1.513641
33_morph4.jpg,ang60,0,1.676162
33_morph1.jpg,neu,1,1.902681
13_morph3.jpg,ang40,0,2.110011
33_morph4.jpg,ang60,0,2.939897
13_morph5.jpg,ang80,1,1.508848
33_morph1.jpg,neu,1,1.811499
13_morph6.jpg,ang100,1,1.650994
13_morph6.jpg,ang100,1,1.546785
13_morph1.jpg,neu,1,1.497360
33_morph5.jpg,ang80,1,2.209680
12_morph4.jpg,hap60,1,2.366977
12_morph1.jpg,neu,1,1.637459
15_morph2.jpg,hap20,NaN,NaN
12_morph6.jpg,hap100,1,1.622170
12_morph5.jpg,hap80,1,1.320073
15_morph3.jpg,hap40,1,2.032836
12_morph1.jpg,neu,1,1.543750
15_morph6.jpg,hap100,1,2.244196
15_morph6.jpg,hap100,1,1.539501
12_morph4.jpg,hap60,1,2.439296
15_morph6.jpg,hap100,1,1.759959
15_morph5.jpg,hap80,1,2.005559
12_morph5.jpg,hap80,1,2.607819
15_morph4.jpg,hap60,1,2.839786
12_morph1.jpg,neu,1,2.543762
15_morph5.jpg,hap80,NaN,NaN
12_morph3.jpg,hap40,0,2.683745
15_morph5.jpg,hap80,1,1.574705
15_morph2.jpg,hap20,0,2.170112
12_morph2.jpg,hap20,0,2.118196
15_morph3.jpg,hap40,NaN,NaN
12_morph3.jpg,hap40,0,1.782913
12_morph6.jpg,hap100,1,1.374546
15_morph2.jpg,hap20,0,1.232771
15_morph4.jpg,hap60,1,1.389781
12_morph4.jpg,hap60,1,1.669857
12_morph3.jpg,hap40,0,2.553912
15_morph1.jpg,neu,1,2.078101
12_morph2.jpg,hap20,0,1.907628
12_morph3.jpg,hap40,NaN,NaN
15_morph4.jpg,hap60,1,1.855437
15_morph4.jpg,hap60,1,2.184915
12_morph2.jpg,hap20,0,1.652794
15_morph5.jpg,hap80,1,1.514317
12_morph6.jpg,hap100,1,1.248352
15_morph6.jpg,hap100,1,1.862693
12_morph6.jpg,hap100,1,1.981863
15_morph1.jpg,neu,1,1.554676
15_morph1.jpg,neu,1,1.873541
12_morph5.jpg,hap80,1,2.436261
15_morph4.jpg,hap60,1,1.430318
12_morph6.jpg,hap100,1,2.995747
12_morph4.jpg,hap60,1,2.801471
12_morph4.jpg,hap60,1,2.888004
12_morph1.jpg,neu,1,1.897519
15_morph2.jpg,hap20,0,1.745762
15_morph3.jpg,hap40,1,2.189706
15_morph6.jpg,hap100,1,2.789227
15_morph3.jpg,hap40,1,1.297373
15_morph2.jpg,hap20,0,2.609734
12_morph3.jpg,hap40,NaN,NaN
15_morph5.jpg,hap80,1,1.499288
12_morph5.jpg,hap80,1,1.389689
12_morph2.jpg,hap20,0,1.658728
12_morph2.jpg,hap20,0,1.218602
15_morph1.jpg,neu,1,1.400471
15_morph1.jpg,neu,1,1.162503
15_morph3.jpg,hap40,1,2.287755
12_morph1.jpg,neu,1,1.660863
12_morph5.jpg,hap80,1,1.420152
