Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,1,1.173594
13_morph5.jpg,ang80,1,0.790859
33_morph2.jpg,ang20,NaN,NaN
13_morph1.jpg,neu,1,2.412793
13_morph2.jpg,ang20,NaN,NaN
33_morph6.jpg,ang100,1,1.640464
33_morph2.jpg,ang20,0,1.357708
13_morph4.jpg,ang60,0,1.326775
33_morph6.jpg,ang100,1,1.267248
13_morph3.jpg,ang40,0,1.924190
13_morph2.jpg,ang20,0,0.963085
33_morph1.jpg,neu,1,1.722641
13_morph5.jpg,ang80,1,1.479310
33_morph3.jpg,ang40,0,1.878302
33_morph4.jpg,ang60,0,1.430003
13_morph4.jpg,ang60,0,1.283962
33_morph2.jpg,ang20,NaN,NaN
33_morph3.jpg,ang40,NaN,NaN
33_morph6.jpg,ang100,1,1.558840
13_morph2.jpg,ang20,0,1.154752
33_morph1.jpg,neu,1,1.090420
13_morph4.jpg,ang60,1,1.416136
13_morph3.jpg,ang40,1,1.059824
13_morph5.jpg,ang80,1,0.814819
33_morph6.jpg,ang100,1,1.018006
13_morph1.jpg,neu,1,1.198589
33_morph5.jpg,ang80,1,1.144024
13_morph3.jpg,ang40,0,1.689278
33_morph3.jpg,ang40,1,1.445108
33_morph5.jpg,ang80,1,0.937822
13_morph6.jpg,ang100,1,1.313210
13_morph3.jpg,ang40,1,1.495916
33_morph5.jpg,ang80,1,1.278870
13_morph1.jpg,neu,1,1.284276
33_morph4.jpg,ang60,NaN,NaN
33_morph1.jpg,neu,1,1.582683
13_morph2.jpg,ang20,0,1.396864
33_morph3.jpg,ang40,0,1.229448
13_morph1.jpg,neu,1,0.989874
33_morph2.jpg,ang20,NaN,NaN
13_morph5.jpg,ang80,1,1.514273
33_morph6.jpg,ang100,1,0.951678
13_morph6.jpg,ang100,1,0.914467
33_morph2.jpg,ang20,0,1.323068
33_morph4.jpg,ang60,1,1.236373
13_morph4.jpg,ang60,0,1.162345
33_morph5.jpg,ang80,1,1.335968
13_morph2.jpg,ang20,0,1.086555
33_morph3.jpg,ang40,0,1.133030
13_morph6.jpg,ang100,1,0.751413
33_morph4.jpg,ang60,0,0.913484
33_morph1.jpg,neu,1,1.531738
13_morph3.jpg,ang40,0,1.234424
33_morph4.jpg,ang60,1,1.966721
13_morph5.jpg,ang80,1,0.894706
33_morph1.jpg,neu,NaN,NaN
13_morph6.jpg,ang100,1,0.777765
13_morph6.jpg,ang100,1,1.195985
13_morph1.jpg,neu,1,0.934981
33_morph5.jpg,ang80,1,1.081669
12_morph4.jpg,hap60,0,1.472896
12_morph1.jpg,neu,0,2.111308
15_morph2.jpg,hap20,NaN,NaN
12_morph6.jpg,hap100,0,1.443698
12_morph5.jpg,hap80,0,0.835775
15_morph3.jpg,hap40,0,1.044145
12_morph1.jpg,neu,1,0.918589
15_morph6.jpg,hap100,0,1.510039
15_morph6.jpg,hap100,0,0.957655
12_morph4.jpg,hap60,0,1.141806
15_morph6.jpg,hap100,0,0.811808
15_morph5.jpg,hap80,0,0.684061
12_morph5.jpg,hap80,0,0.878009
15_morph4.jpg,hap60,0,0.637861
12_morph1.jpg,neu,0,0.876370
15_morph5.jpg,hap80,0,0.779635
12_morph3.jpg,hap40,0,1.157738
15_morph5.jpg,hap80,0,0.770745
15_morph2.jpg,hap20,1,2.178626
12_morph2.jpg,hap20,1,1.289265
15_morph3.jpg,hap40,0,1.834931
12_morph3.jpg,hap40,0,1.288285
12_morph6.jpg,hap100,0,1.014976
15_morph2.jpg,hap20,1,1.071830
15_morph4.jpg,hap60,0,0.944405
12_morph4.jpg,hap60,1,0.978659
12_morph3.jpg,hap40,0,1.278708
15_morph1.jpg,neu,0,1.172006
12_morph2.jpg,hap20,1,1.220002
12_morph3.jpg,hap40,0,0.955892
15_morph4.jpg,hap60,1,1.221203
15_morph4.jpg,hap60,0,1.639076
12_morph2.jpg,hap20,1,1.462157
15_morph5.jpg,hap80,0,0.970121
12_morph6.jpg,hap100,0,1.254795
15_morph6.jpg,hap100,0,0.905841
12_morph6.jpg,hap100,0,0.991469
15_morph1.jpg,neu,0,1.015949
15_morph1.jpg,neu,0,2.172611
12_morph5.jpg,hap80,0,1.097036
15_morph4.jpg,hap60,0,1.009034
12_morph6.jpg,hap100,0,0.868634
12_morph4.jpg,hap60,0,0.845360
12_morph4.jpg,hap60,0,0.927834
12_morph1.jpg,neu,1,1.775491
15_morph2.jpg,hap20,0,1.850053
15_morph3.jpg,hap40,1,1.052250
15_morph6.jpg,hap100,1,0.863634
15_morph3.jpg,hap40,1,0.953369
15_morph2.jpg,hap20,1,1.216029
12_morph3.jpg,hap40,1,1.197050
15_morph5.jpg,hap80,1,0.639770
12_morph5.jpg,hap80,1,0.897970
12_morph2.jpg,hap20,0,1.316214
12_morph2.jpg,hap20,0,0.873687
15_morph1.jpg,neu,1,1.671935
15_morph1.jpg,neu,1,1.072687
15_morph3.jpg,hap40,1,1.346802
12_morph1.jpg,neu,1,0.924835
12_morph5.jpg,hap80,1,1.405897
