Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,1,1.760161
13_morph5.jpg,ang80,NaN,NaN
33_morph2.jpg,ang20,NaN,NaN
13_morph1.jpg,neu,NaN,NaN
13_morph2.jpg,ang20,NaN,NaN
33_morph6.jpg,ang100,1,1.426270
33_morph2.jpg,ang20,NaN,NaN
13_morph4.jpg,ang60,1,1.858251
33_morph6.jpg,ang100,NaN,NaN
13_morph3.jpg,ang40,1,1.974567
13_morph2.jpg,ang20,NaN,NaN
33_morph1.jpg,neu,0,1.664078
13_morph5.jpg,ang80,1,2.131265
33_morph3.jpg,ang40,1,2.263587
33_morph4.jpg,ang60,1,1.055388
13_morph4.jpg,ang60,1,1.187495
33_morph2.jpg,ang20,1,0.966366
33_morph3.jpg,ang40,NaN,NaN
33_morph6.jpg,ang100,1,1.859954
13_morph2.jpg,ang20,0,1.434371
33_morph1.jpg,neu,1,1.662540
13_morph4.jpg,ang60,1,1.538141
13_morph3.jpg,ang40,0,1.699021
13_morph5.jpg,ang80,1,1.495133
33_morph6.jpg,ang100,1,1.443739
13_morph1.jpg,neu,1,1.178456
33_morph5.jpg,ang80,1,1.600084
13_morph3.jpg,ang40,1,1.145195
33_morph3.jpg,ang40,1,1.464459
33_morph5.jpg,ang80,1,1.643316
13_morph6.jpg,ang100,1,1.106383
13_morph3.jpg,ang40,0,2.226515
33_morph5.jpg,ang80,1,1.398347
13_morph1.jpg,neu,1,2.103486
33_morph4.jpg,ang60,1,1.758563
33_morph1.jpg,neu,1,2.176929
13_morph2.jpg,ang20,0,2.223826
33_morph3.jpg,ang40,1,1.928776
13_morph1.jpg,neu,1,2.493968
33_morph2.jpg,ang20,1,0.850088
13_morph5.jpg,ang80,1,1.812247
33_morph6.jpg,ang100,1,1.761376
13_morph6.jpg,ang100,1,1.332241
33_morph2.jpg,ang20,1,2.392793
33_morph4.jpg,ang60,1,2.575506
13_morph4.jpg,ang60,1,1.621568
33_morph5.jpg,ang80,1,1.538889
13_morph2.jpg,ang20,0,1.450982
33_morph3.jpg,ang40,1,1.915718
13_morph6.jpg,ang100,1,1.214647
33_morph4.jpg,ang60,1,1.486297
33_morph1.jpg,neu,0,1.953706
13_morph3.jpg,ang40,0,2.206451
33_morph4.jpg,ang60,1,1.604476
13_morph5.jpg,ang80,1,2.472197
33_morph1.jpg,neu,0,2.527408
13_morph6.jpg,ang100,1,1.653691
13_morph6.jpg,ang100,1,1.476847
13_morph1.jpg,neu,1,1.746901
33_morph5.jpg,ang80,1,1.760324
12_morph4.jpg,hap60,0,2.370421
12_morph1.jpg,neu,0,1.466165
15_morph2.jpg,hap20,0,1.361504
12_morph6.jpg,hap100,0,1.061514
12_morph5.jpg,hap80,0,1.121593
15_morph3.jpg,hap40,0,1.320055
12_morph1.jpg,neu,0,1.469997
15_morph6.jpg,hap100,0,1.114746
15_morph6.jpg,hap100,0,1.283749
12_morph4.jpg,hap60,0,1.715895
15_morph6.jpg,hap100,0,1.195037
15_morph5.jpg,hap80,0,1.054874
12_morph5.jpg,hap80,0,1.215494
15_morph4.jpg,hap60,0,1.182015
12_morph1.jpg,neu,0,1.387895
15_morph5.jpg,hap80,0,1.071159
12_morph3.jpg,hap40,1,1.789058
15_morph5.jpg,hap80,0,1.282597
15_morph2.jpg,hap20,1,1.408405
12_morph2.jpg,hap20,1,1.497169
15_morph3.jpg,hap40,0,1.452814
12_morph3.jpg,hap40,1,1.533097
12_morph6.jpg,hap100,0,1.047444
15_morph2.jpg,hap20,1,1.300370
15_morph4.jpg,hap60,0,1.602824
12_morph4.jpg,hap60,1,1.347843
12_morph3.jpg,hap40,1,1.771838
15_morph1.jpg,neu,0,1.658912
12_morph2.jpg,hap20,1,1.771681
12_morph3.jpg,hap40,1,1.652268
15_morph4.jpg,hap60,0,1.173716
15_morph4.jpg,hap60,0,1.360878
12_morph2.jpg,hap20,1,1.195897
15_morph5.jpg,hap80,0,1.322921
12_morph6.jpg,hap100,0,1.280545
15_morph6.jpg,hap100,0,1.064255
12_morph6.jpg,hap100,0,1.094345
15_morph1.jpg,neu,0,1.316073
15_morph1.jpg,neu,0,1.386176
12_morph5.jpg,hap80,0,1.221896
15_morph4.jpg,hap60,0,1.700350
12_morph6.jpg,hap100,0,1.296760
12_morph4.jpg,hap60,1,1.497986
12_morph4.jpg,hap60,1,1.053897
12_morph1.jpg,neu,1,1.391037
15_morph2.jpg,hap20,0,1.234527
15_morph3.jpg,hap40,0,1.551074
15_morph6.jpg,hap100,1,1.254033
15_morph3.jpg,hap40,0,1.815508
15_morph2.jpg,hap20,0,1.269558
12_morph3.jpg,hap40,0,0.912564
15_morph5.jpg,hap80,1,1.033442
12_morph5.jpg,hap80,1,1.218976
12_morph2.jpg,hap20,0,1.254765
12_morph2.jpg,hap20,0,1.305164
15_morph1.jpg,neu,1,1.419452
15_morph1.jpg,neu,1,1.320176
15_morph3.jpg,hap40,0,1.592139
12_morph1.jpg,neu,1,1.329078
12_morph5.jpg,hap80,1,0.834744
