Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,1,0.693135
13_morph5.jpg,ang80,1,1.169331
33_morph2.jpg,ang20,1,1.378291
13_morph1.jpg,neu,1,1.439779
13_morph2.jpg,ang20,1,1.007128
33_morph6.jpg,ang100,0,0.863738
33_morph2.jpg,ang20,1,0.567021
13_morph4.jpg,ang60,1,2.692396
33_morph6.jpg,ang100,1,1.202073
13_morph3.jpg,ang40,1,1.115046
13_morph2.jpg,ang20,0,0.838566
33_morph1.jpg,neu,0,1.296726
13_morph5.jpg,ang80,0,1.280241
33_morph3.jpg,ang40,1,0.598920
33_morph4.jpg,ang60,1,0.952659
13_morph4.jpg,ang60,1,1.221883
33_morph2.jpg,ang20,0,1.711825
33_morph3.jpg,ang40,0,2.048625
33_morph6.jpg,ang100,NaN,NaN
13_morph2.jpg,ang20,1,1.554275
33_morph1.jpg,neu,1,0.007015
13_morph4.jpg,ang60,0,1.026189
13_morph3.jpg,ang40,0,0.975181
13_morph5.jpg,ang80,1,1.294077
33_morph6.jpg,ang100,1,2.027953
13_morph1.jpg,neu,1,1.881467
33_morph5.jpg,ang80,NaN,NaN
13_morph3.jpg,ang40,0,1.045035
33_morph3.jpg,ang40,0,2.352522
33_morph5.jpg,ang80,1,1.422152
13_morph6.jpg,ang100,1,2.828181
13_morph3.jpg,ang40,1,1.273680
33_morph5.jpg,ang80,1,0.921469
13_morph1.jpg,neu,1,1.376327
33_morph4.jpg,ang60,1,1.843255
33_morph1.jpg,neu,0,1.294734
13_morph2.jpg,ang20,0,1.666648
33_morph3.jpg,ang40,1,1.906193
13_morph1.jpg,neu,1,1.118367
33_morph2.jpg,ang20,1,1.087804
13_morph5.jpg,ang80,1,1.611077
33_morph6.jpg,ang100,1,2.539483
13_morph6.jpg,ang100,1,2.437775
33_morph2.jpg,ang20,0,1.384078
33_morph4.jpg,ang60,0,1.891641
13_morph4.jpg,ang60,0,1.386367
33_morph5.jpg,ang80,1,2.369589
13_morph2.jpg,ang20,0,1.225413
33_morph3.jpg,ang40,1,2.470607
13_morph6.jpg,ang100,1,2.284993
33_morph4.jpg,ang60,0,2.473261
33_morph1.jpg,neu,NaN,NaN
13_morph3.jpg,ang40,0,1.419179
33_morph4.jpg,ang60,0,2.793794
13_morph5.jpg,ang80,0,2.414522
33_morph1.jpg,neu,1,1.564179
13_morph6.jpg,ang100,1,1.358533
13_morph6.jpg,ang100,0,2.993869
13_morph1.jpg,neu,1,1.020306
33_morph5.jpg,ang80,0,1.142095
12_morph4.jpg,hap60,0,1.634487
12_morph1.jpg,neu,NaN,NaN
15_morph2.jpg,hap20,NaN,NaN
12_morph6.jpg,hap100,0,1.022118
12_morph5.jpg,hap80,0,1.006498
15_morph3.jpg,hap40,0,1.121238
12_morph1.jpg,neu,NaN,NaN
15_morph6.jpg,hap100,0,1.143303
15_morph6.jpg,hap100,NaN,NaN
12_morph4.jpg,hap60,0,1.675369
15_morph6.jpg,hap100,0,1.739021
15_morph5.jpg,hap80,0,0.880434
12_morph5.jpg,hap80,0,2.445019
15_morph4.jpg,hap60,0,1.217611
12_morph1.jpg,neu,NaN,NaN
15_morph5.jpg,hap80,1,0.278905
12_morph3.jpg,hap40,0,1.410709
15_morph5.jpg,hap80,0,2.204970
15_morph2.jpg,hap20,1,1.563533
12_morph2.jpg,hap20,1,0.872049
15_morph3.jpg,hap40,1,1.188338
12_morph3.jpg,hap40,0,1.724993
12_morph6.jpg,hap100,0,0.006488
15_morph2.jpg,hap20,0,0.884484
15_morph4.jpg,hap60,0,1.577367
12_morph4.jpg,hap60,0,2.093141
12_morph3.jpg,hap40,0,1.530826
15_morph1.jpg,neu,0,1.210965
12_morph2.jpg,hap20,1,2.175235
12_morph3.jpg,hap40,0,1.531657
15_morph4.jpg,hap60,0,1.145701
15_morph4.jpg,hap60,0,0.884751
12_morph2.jpg,hap20,0,2.467057
15_morph5.jpg,hap80,0,1.156262
12_morph6.jpg,hap100,0,0.791000
15_morph6.jpg,hap100,0,0.508378
12_morph6.jpg,hap100,0,0.558095
15_morph1.jpg,neu,0,1.410315
15_morph1.jpg,neu,0,2.786442
12_morph5.jpg,hap80,NaN,NaN
15_morph4.jpg,hap60,0,1.177498
12_morph6.jpg,hap100,0,0.625867
12_morph4.jpg,hap60,NaN,NaN
12_morph4.jpg,hap60,0,0.480370
12_morph1.jpg,neu,0,0.006746
15_morph2.jpg,hap20,1,0.006479
15_morph3.jpg,hap40,1,1.872531
15_morph6.jpg,hap100,NaN,NaN
15_morph3.jpg,hap40,1,1.582516
15_morph2.jpg,hap20,0,1.921244
12_morph3.jpg,hap40,1,1.675725
15_morph5.jpg,hap80,1,0.781289
12_morph5.jpg,hap80,1,1.001915
12_morph2.jpg,hap20,1,1.747984
12_morph2.jpg,hap20,1,1.599079
15_morph1.jpg,neu,1,1.562166
15_morph1.jpg,neu,NaN,NaN
15_morph3.jpg,hap40,0,1.408186
12_morph1.jpg,neu,1,2.342969
12_morph5.jpg,hap80,1,1.098967
