Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,1,2.313327
13_morph5.jpg,ang80,1,1.816359
33_morph2.jpg,ang20,0,2.008035
13_morph1.jpg,neu,1,1.246165
13_morph2.jpg,ang20,0,1.229274
33_morph6.jpg,ang100,1,1.525491
33_morph2.jpg,ang20,1,1.172112
13_morph4.jpg,ang60,1,1.771444
33_morph6.jpg,ang100,NaN,NaN
13_morph3.jpg,ang40,0,2.004232
13_morph2.jpg,ang20,0,1.585531
33_morph1.jpg,neu,1,1.027477
13_morph5.jpg,ang80,1,2.831506
33_morph3.jpg,ang40,0,2.669601
33_morph4.jpg,ang60,0,1.367614
13_morph4.jpg,ang60,1,1.916538
33_morph2.jpg,ang20,0,1.369274
33_morph3.jpg,ang40,0,0.896722
33_morph6.jpg,ang100,1,2.097745
13_morph2.jpg,ang20,1,2.330270
33_morph1.jpg,neu,NaN,NaN
13_morph4.jpg,ang60,NaN,NaN
13_morph3.jpg,ang40,NaN,NaN
13_morph5.jpg,ang80,0,2.443857
33_morph6.jpg,ang100,1,1.495771
13_morph1.jpg,neu,1,2.088521
33_morph5.jpg,ang80,1,2.214099
13_morph3.jpg,ang40,0,2.120577
33_morph3.jpg,ang40,1,1.241411
33_morph5.jpg,ang80,1,1.974490
13_morph6.jpg,ang100,1,2.044908
13_morph3.jpg,ang40,0,1.073026
33_morph5.jpg,ang80,1,2.074145
13_morph1.jpg,neu,1,1.459121
33_morph4.jpg,ang60,1,1.532992
33_morph1.jpg,neu,1,1.011916
13_morph2.jpg,ang20,1,1.838349
33_morph3.jpg,ang40,0,1.842288
13_morph1.jpg,neu,1,1.484261
33_morph2.jpg,ang20,0,1.560046
13_morph5.jpg,ang80,0,0.859992
33_morph6.jpg,ang100,1,1.726121
13_morph6.jpg,ang100,1,1.784956
33_morph2.jpg,ang20,0,2.249683
33_morph4.jpg,ang60,0,2.616689
13_morph4.jpg,ang60,1,1.980396
33_morph5.jpg,ang80,1,1.601626
13_morph2.jpg,ang20,0,2.333808
33_morph3.jpg,ang40,0,1.575830
13_morph6.jpg,ang100,1,1.787587
33_morph4.jpg,ang60,0,1.688348
33_morph1.jpg,neu,1,1.525656
13_morph3.jpg,ang40,0,2.086098
33_morph4.jpg,ang60,0,2.035716
13_morph5.jpg,ang80,0,0.023918
33_morph1.jpg,neu,1,2.267182
13_morph6.jpg,ang100,1,2.114782
13_morph6.jpg,ang100,NaN,NaN
13_morph1.jpg,neu,NaN,NaN
33_morph5.jpg,ang80,NaN,NaN
12_morph4.jpg,hap60,0,2.243178
12_morph1.jpg,neu,NaN,NaN
15_morph2.jpg,hap20,1,2.139590
12_morph6.jpg,hap100,NaN,NaN
12_morph5.jpg,hap80,0,1.578011
15_morph3.jpg,hap40,1,1.697054
12_morph1.jpg,neu,1,2.422095
15_morph6.jpg,hap100,NaN,NaN
15_morph6.jpg,hap100,0,2.370848
12_morph4.jpg,hap60,1,2.765028
15_morph6.jpg,hap100,1,1.317695
15_morph5.jpg,hap80,1,1.462979
12_morph5.jpg,hap80,NaN,NaN
15_morph4.jpg,hap60,NaN,NaN
12_morph1.jpg,neu,NaN,NaN
15_morph5.jpg,hap80,NaN,NaN
12_morph3.jpg,hap40,NaN,1.488087
15_morph5.jpg,hap80,1,1.801237
15_morph2.jpg,hap20,1,1.397964
12_morph2.jpg,hap20,0,1.716036
15_morph3.jpg,hap40,1,1.805923
12_morph3.jpg,hap40,1,1.826779
12_morph6.jpg,hap100,0,2.231521
15_morph2.jpg,hap20,1,1.769177
15_morph4.jpg,hap60,0,2.076076
12_morph4.jpg,hap60,1,1.337217
12_morph3.jpg,hap40,1,1.541629
15_morph1.jpg,neu,0,1.360598
12_morph2.jpg,hap20,1,1.620749
12_morph3.jpg,hap40,1,1.004342
15_morph4.jpg,hap60,1,1.719094
15_morph4.jpg,hap60,0,2.828269
12_morph2.jpg,hap20,1,1.684816
15_morph5.jpg,hap80,0,1.336359
12_morph6.jpg,hap100,1,2.034397
15_morph6.jpg,hap100,0,1.944520
12_morph6.jpg,hap100,1,1.889125
15_morph1.jpg,neu,0,1.856596
15_morph1.jpg,neu,0,2.097489
12_morph5.jpg,hap80,1,0.749353
15_morph4.jpg,hap60,0,2.307428
12_morph6.jpg,hap100,1,2.678744
12_morph4.jpg,hap60,1,2.153469
12_morph4.jpg,hap60,1,1.488831
12_morph1.jpg,neu,1,0.795008
15_morph2.jpg,hap20,0,1.044635
15_morph3.jpg,hap40,NaN,NaN
15_morph6.jpg,hap100,1,1.187037
15_morph3.jpg,hap40,1,1.421613
15_morph2.jpg,hap20,0,1.921402
12_morph3.jpg,hap40,0,1.440781
15_morph5.jpg,hap80,1,1.639591
12_morph5.jpg,hap80,0,1.379727
12_morph2.jpg,hap20,0,1.377220
12_morph2.jpg,hap20,0,1.148936
15_morph1.jpg,neu,1,2.009542
15_morph1.jpg,neu,1,1.238202
15_morph3.jpg,hap40,1,1.877802
12_morph1.jpg,neu,1,2.755202
12_morph5.jpg,hap80,0,1.323695
