Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,NaN,0.310533
13_morph5.jpg,ang80,NaN,0.274596
33_morph2.jpg,ang20,1,0.660160
13_morph1.jpg,neu,0,0.096995
13_morph2.jpg,ang20,NaN,NaN
33_morph6.jpg,ang100,NaN,NaN
33_morph2.jpg,ang20,1,2.810726
13_morph4.jpg,ang60,NaN,NaN
33_morph6.jpg,ang100,0,0.095625
13_morph3.jpg,ang40,1,0.685239
13_morph2.jpg,ang20,0,0.317379
33_morph1.jpg,neu,0,0.729186
13_morph5.jpg,ang80,NaN,0.449585
33_morph3.jpg,ang40,NaN,NaN
33_morph4.jpg,ang60,NaN,NaN
13_morph4.jpg,ang60,1,2.694400
33_morph2.jpg,ang20,0,1.288827
33_morph3.jpg,ang40,1,0.472756
33_morph6.jpg,ang100,1,0.385241
13_morph2.jpg,ang20,NaN,NaN
33_morph1.jpg,neu,0,1.360231
13_morph4.jpg,ang60,NaN,NaN
13_morph3.jpg,ang40,0,1.219773
13_morph5.jpg,ang80,1,1.385817
33_morph6.jpg,ang100,1,1.562198
13_morph1.jpg,neu,1,1.307907
33_morph5.jpg,ang80,NaN,NaN
13_morph3.jpg,ang40,NaN,NaN
33_morph3.jpg,ang40,NaN,0.690661
33_morph5.jpg,ang80,1,0.899514
13_morph6.jpg,ang100,0,1.088114
13_morph3.jpg,ang40,1,2.299258
33_morph5.jpg,ang80,0,0.686090
13_morph1.jpg,neu,0,0.554682
33_morph4.jpg,ang60,0,2.091452
33_morph1.jpg,neu,1,0.013191
13_morph2.jpg,ang20,1,0.669490
33_morph3.jpg,ang40,NaN,NaN
13_morph1.jpg,neu,NaN,2.792843
