Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,NaN,NaN
13_morph5.jpg,ang80,NaN,NaN
33_morph2.jpg,ang20,NaN,NaN
13_morph1.jpg,neu,1,1.194363
13_morph2.jpg,ang20,NaN,NaN
33_morph6.jpg,ang100,1,0.608491
33_morph2.jpg,ang20,NaN,NaN
13_morph4.jpg,ang60,0,2.350883
33_morph6.jpg,ang100,1,0.777780
13_morph3.jpg,ang40,0,0.427279
13_morph2.jpg,ang20,1,0.459846
33_morph1.jpg,neu,0,1.123733
13_morph5.jpg,ang80,0,1.211263
33_morph3.jpg,ang40,1,0.788110
33_morph4.jpg,ang60,1,0.721611
13_morph4.jpg,ang60,0,0.777829
33_morph2.jpg,ang20,1,0.753105
33_morph3.jpg,ang40,1,0.986140
33_morph6.jpg,ang100,1,1.038560
13_morph2.jpg,ang20,0,0.900738
33_morph1.jpg,neu,0,1.005943
13_morph4.jpg,ang60,0,0.880753
13_morph3.jpg,ang40,0,0.772275
13_morph5.jpg,ang80,0,0.675242
33_morph6.jpg,ang100,1,0.702468
13_morph1.jpg,neu,1,0.766011
33_morph5.jpg,ang80,1,0.423049
13_morph3.jpg,ang40,0,0.446229
33_morph3.jpg,ang40,1,0.407442
33_morph5.jpg,ang80,1,1.133778
13_morph6.jpg,ang100,0,0.947350
13_morph3.jpg,ang40,0,0.888930
33_morph5.jpg,ang80,1,0.791128
13_morph1.jpg,neu,1,0.955569
33_morph4.jpg,ang60,1,0.785732
33_morph1.jpg,neu,0,0.764283
13_morph2.jpg,ang20,0,0.769092
33_morph3.jpg,ang40,1,0.735351
13_morph1.jpg,neu,1,0.610816
33_morph2.jpg,ang20,1,0.608245
13_morph5.jpg,ang80,0,0.700562
33_morph6.jpg,ang100,1,0.540456
13_morph6.jpg,ang100,0,0.554298
33_morph2.jpg,ang20,1,0.701454
33_morph4.jpg,ang60,0,0.696805
13_morph4.jpg,ang60,1,0.754086
33_morph5.jpg,ang80,1,1.394126
13_morph2.jpg,ang20,0,0.851904
33_morph3.jpg,ang40,1,0.909297
13_morph6.jpg,ang100,0,1.893906
33_morph4.jpg,ang60,1,1.053681
33_morph1.jpg,neu,0,1.055691
13_morph3.jpg,ang40,0,1.828588
33_morph4.jpg,ang60,1,1.626299
13_morph5.jpg,ang80,0,1.509756
33_morph1.jpg,neu,0,0.718952
13_morph6.jpg,ang100,0,0.665244
13_morph6.jpg,ang100,1,0.775816
13_morph1.jpg,neu,1,0.914013
33_morph5.jpg,ang80,1,0.895076
12_morph4.jpg,hap60,0,1.144548
12_morph1.jpg,neu,0,0.793352
15_morph2.jpg,hap20,0,0.909429
12_morph6.jpg,hap100,1,0.735576
12_morph5.jpg,hap80,0,1.116560
15_morph3.jpg,hap40,0,0.767458
12_morph1.jpg,neu,0,1.202851
15_morph6.jpg,hap100,0,0.667085
15_morph6.jpg,hap100,0,0.478093
12_morph4.jpg,hap60,0,0.529808
15_morph6.jpg,hap100,0,0.614649
15_morph5.jpg,hap80,0,0.474276
12_morph5.jpg,hap80,0,0.388066
15_morph4.jpg,hap60,0,0.429164
12_morph1.jpg,neu,0,0.984191
15_morph5.jpg,hap80,0,0.423687
12_morph3.jpg,hap40,0,0.677381
15_morph5.jpg,hap80,0,0.757540
15_morph2.jpg,hap20,0,0.516455
12_morph2.jpg,hap20,0,1.259976
15_morph3.jpg,hap40,0,0.918811
12_morph3.jpg,hap40,0,0.709571
12_morph6.jpg,hap100,0,0.642667
15_morph2.jpg,hap20,1,1.182213
15_morph4.jpg,hap60,0,0.460738
12_morph4.jpg,hap60,0,0.715504
12_morph3.jpg,hap40,0,1.346758
15_morph1.jpg,neu,1,1.593107
12_morph2.jpg,hap20,0,0.730814
12_morph3.jpg,hap40,0,0.795224
15_morph4.jpg,hap60,0,0.575128
15_morph4.jpg,hap60,0,0.498452
12_morph2.jpg,hap20,1,1.229381
15_morph5.jpg,hap80,0,0.546412
12_morph6.jpg,hap100,0,0.737736
15_morph6.jpg,hap100,0,0.908245
12_morph6.jpg,hap100,0,0.980163
15_morph1.jpg,neu,1,0.548411
15_morph1.jpg,neu,1,0.366186
12_morph5.jpg,hap80,0,0.672013
15_morph4.jpg,hap60,0,0.707930
12_morph6.jpg,hap100,0,0.857201
12_morph4.jpg,hap60,0,0.461001
12_morph4.jpg,hap60,0,0.619832
12_morph1.jpg,neu,0,0.503584
15_morph2.jpg,hap20,0,1.314636
15_morph3.jpg,hap40,1,0.771070
15_morph6.jpg,hap100,1,0.730759
15_morph3.jpg,hap40,1,0.592063
15_morph2.jpg,hap20,0,0.857334
12_morph3.jpg,hap40,1,0.232421
15_morph5.jpg,hap80,1,1.048974
12_morph5.jpg,hap80,1,0.973608
12_morph2.jpg,hap20,1,1.240761
12_morph2.jpg,hap20,0,0.992793
15_morph1.jpg,neu,0,1.242007
15_morph1.jpg,neu,1,1.099072
15_morph3.jpg,hap40,1,0.937349
12_morph1.jpg,neu,1,0.583144
12_morph5.jpg,hap80,1,0.515941
