Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,NaN,NaN
13_morph5.jpg,ang80,NaN,NaN
33_morph2.jpg,ang20,NaN,NaN
13_morph1.jpg,neu,0,2.186389
13_morph2.jpg,ang20,0,2.292598
33_morph6.jpg,ang100,1,2.409616
33_morph2.jpg,ang20,0,1.030740
13_morph4.jpg,ang60,1,1.099584
33_morph6.jpg,ang100,0,1.033524
13_morph3.jpg,ang40,1,2.395134
13_morph2.jpg,ang20,0,1.778739
33_morph1.jpg,neu,1,1.705000
13_morph5.jpg,ang80,1,1.504251
33_morph3.jpg,ang40,NaN,NaN
33_morph4.jpg,ang60,NaN,NaN
13_morph4.jpg,ang60,1,2.629134
33_morph2.jpg,ang20,1,1.535161
33_morph3.jpg,ang40,NaN,0.586875
33_morph6.jpg,ang100,NaN,0.663005
13_morph2.jpg,ang20,0,1.627670
33_morph1.jpg,neu,1,2.135443
13_morph4.jpg,ang60,1,1.110538
13_morph3.jpg,ang40,0,1.531470
13_morph5.jpg,ang80,1,0.966074
33_morph6.jpg,ang100,1,1.260367
13_morph1.jpg,neu,1,1.612435
33_morph5.jpg,ang80,1,1.089495
13_morph3.jpg,ang40,0,1.708992
33_morph3.jpg,ang40,1,2.117473
33_morph5.jpg,ang80,1,1.170676
13_morph6.jpg,ang100,1,0.689535
13_morph3.jpg,ang40,0,1.095903
33_morph5.jpg,ang80,0,0.364603
13_morph1.jpg,neu,0,2.878450
33_morph4.jpg,ang60,0,1.559602
33_morph1.jpg,neu,NaN,NaN
13_morph2.jpg,ang20,0,1.226508
33_morph3.jpg,ang40,0,1.154363
13_morph1.jpg,neu,NaN,NaN
33_morph2.jpg,ang20,NaN,NaN
13_morph5.jpg,ang80,NaN,NaN
33_morph6.jpg,ang100,1,1.957637
13_morph6.jpg,ang100,NaN,NaN
33_morph2.jpg,ang20,1,0.007032
33_morph4.jpg,ang60,1,1.432309
13_morph4.jpg,ang60,0,2.915350
33_morph5.jpg,ang80,1,1.237870
13_morph2.jpg,ang20,0,1.590581
33_morph3.jpg,ang40,NaN,NaN
13_morph6.jpg,ang100,1,2.522778
33_morph4.jpg,ang60,1,1.373963
33_morph1.jpg,neu,0,0.639608
13_morph3.jpg,ang40,NaN,NaN
33_morph4.jpg,ang60,1,2.269075
13_morph5.jpg,ang80,NaN,NaN
33_morph1.jpg,neu,0,1.264566
13_morph6.jpg,ang100,1,1.016066
13_morph6.jpg,ang100,1,1.624850
13_morph1.jpg,neu,NaN,NaN
33_morph5.jpg,ang80,1,2.832660
12_morph4.jpg,hap60,0,2.350840
12_morph1.jpg,neu,0,1.478543
15_morph2.jpg,hap20,NaN,NaN
12_morph6.jpg,hap100,NaN,NaN
12_morph5.jpg,hap80,0,2.636021
15_morph3.jpg,hap40,1,1.185421
12_morph1.jpg,neu,0,1.433085
15_morph6.jpg,hap100,NaN,NaN
15_morph6.jpg,hap100,0,1.726818
12_morph4.jpg,hap60,NaN,NaN
15_morph6.jpg,hap100,NaN,NaN
15_morph5.jpg,hap80,NaN,NaN
12_morph5.jpg,hap80,0,0.006939
15_morph4.jpg,hap60,NaN,0.903877
12_morph1.jpg,neu,1,1.741561
15_morph5.jpg,hap80,NaN,NaN
12_morph3.jpg,hap40,1,0.394863
15_morph5.jpg,hap80,0,2.579425
15_morph2.jpg,hap20,NaN,NaN
12_morph2.jpg,hap20,0,0.481067
15_morph3.jpg,hap40,0,1.618352
12_morph3.jpg,hap40,0,2.127374
12_morph6.jpg,hap100,0,1.273015
15_morph2.jpg,hap20,0,2.296613
15_morph4.jpg,hap60,0,2.738206
12_morph4.jpg,hap60,NaN,NaN
12_morph3.jpg,hap40,NaN,NaN
15_morph1.jpg,neu,NaN,NaN
12_morph2.jpg,hap20,1,2.208954
12_morph3.jpg,hap40,0,2.342563
15_morph4.jpg,hap60,0,1.552748
15_morph4.jpg,hap60,0,2.159986
12_morph2.jpg,hap20,1,1.249115
15_morph5.jpg,hap80,1,2.925821
12_morph6.jpg,hap100,0,1.155329
15_morph6.jpg,hap100,0,2.499883
12_morph6.jpg,hap100,0,1.811060
15_morph1.jpg,neu,1,1.380212
15_morph1.jpg,neu,NaN,NaN
12_morph5.jpg,hap80,NaN,0.377242
15_morph4.jpg,hap60,0,1.691813
12_morph6.jpg,hap100,NaN,NaN
12_morph4.jpg,hap60,0,0.551165
12_morph4.jpg,hap60,NaN,NaN
12_morph1.jpg,neu,NaN,NaN
15_morph2.jpg,hap20,NaN,NaN
15_morph3.jpg,hap40,0,1.422772
15_morph6.jpg,hap100,NaN,NaN
15_morph3.jpg,hap40,NaN,NaN
15_morph2.jpg,hap20,NaN,NaN
12_morph3.jpg,hap40,1,1.539095
15_morph5.jpg,hap80,NaN,NaN
12_morph5.jpg,hap80,NaN,NaN
12_morph2.jpg,hap20,NaN,NaN
12_morph2.jpg,hap20,1,0.006869
15_morph1.jpg,neu,0,1.233396
15_morph1.jpg,neu,0,0.007272
15_morph3.jpg,hap40,NaN,NaN
12_morph1.jpg,neu,NaN,NaN
12_morph5.jpg,hap80,NaN,NaN
