Image_1,emotion,Answer,RT_in_ms
13_morph4.jpg,ang60,1,1.643159
13_morph5.jpg,ang80,1,0.659392
33_morph2.jpg,ang20,0,1.573935
13_morph1.jpg,neu,1,2.205549
13_morph2.jpg,ang20,0,2.445614
33_morph6.jpg,ang100,1,1.377946
33_morph2.jpg,ang20,0,1.228329
13_morph4.jpg,ang60,1,1.210344
33_morph6.jpg,ang100,1,1.256097
13_morph3.jpg,ang40,1,1.671503
13_morph2.jpg,ang20,0,1.947884
33_morph1.jpg,neu,NaN,NaN
13_morph5.jpg,ang80,1,2.522469
33_morph3.jpg,ang40,0,1.405557
33_morph4.jpg,ang60,1,1.570720
13_morph4.jpg,ang60,1,1.345586
33_morph2.jpg,ang20,0,1.152899
33_morph3.jpg,ang40,0,1.094696
33_morph6.jpg,ang100,1,1.312172
13_morph2.jpg,ang20,0,2.193347
33_morph1.jpg,neu,1,1.107606
13_morph4.jpg,ang60,1,1.797365
13_morph3.jpg,ang40,1,2.398230
13_morph5.jpg,ang80,1,1.102160
33_morph6.jpg,ang100,0,0.934418
13_morph1.jpg,neu,0,1.032059
33_morph5.jpg,ang80,1,1.299187
13_morph3.jpg,ang40,0,1.682815
33_morph3.jpg,ang40,1,1.269549
33_morph5.jpg,ang80,0,2.100386
13_morph6.jpg,ang100,1,0.946485
13_morph3.jpg,ang40,1,1.147808
33_morph5.jpg,ang80,1,2.059400
13_morph1.jpg,neu,1,1.933482
33_morph4.jpg,ang60,1,2.160996
33_morph1.jpg,neu,1,2.951824
13_morph2.jpg,ang20,0,0.007069
33_morph3.jpg,ang40,1,0.795271
13_morph1.jpg,neu,1,1.026144
33_morph2.jpg,ang20,0,0.604682
13_morph5.jpg,ang80,1,1.009350
33_morph6.jpg,ang100,0,0.575216
13_morph6.jpg,ang100,0,1.779094
33_morph2.jpg,ang20,0,2.821822
33_morph4.jpg,ang60,NaN,NaN
13_morph4.jpg,ang60,1,0.452666
33_morph5.jpg,ang80,1,0.897089
13_morph2.jpg,ang20,0,1.383107
33_morph3.jpg,ang40,0,0.621562
13_morph6.jpg,ang100,1,2.633563
33_morph4.jpg,ang60,0,0.484092
33_morph1.jpg,neu,1,0.561650
13_morph3.jpg,ang40,0,2.069786
33_morph4.jpg,ang60,0,1.865843
13_morph5.jpg,ang80,1,1.834988
33_morph1.jpg,neu,1,1.290001
13_morph6.jpg,ang100,1,1.714852
13_morph6.jpg,ang100,1,0.972959
13_morph1.jpg,neu,1,1.264420
33_morph5.jpg,ang80,1,1.005837
12_morph4.jpg,hap60,1,1.453494
12_morph1.jpg,neu,0,1.354002
15_morph2.jpg,hap20,1,1.245404
12_morph6.jpg,hap100,1,0.927262
12_morph5.jpg,hap80,1,0.698106
15_morph3.jpg,hap40,1,0.844315
12_morph1.jpg,neu,0,1.659177
15_morph6.jpg,hap100,1,1.062739
15_morph6.jpg,hap100,1,0.724993
12_morph4.jpg,hap60,1,0.728374
15_morph6.jpg,hap100,1,1.626577
15_morph5.jpg,hap80,1,1.974464
12_morph5.jpg,hap80,1,0.509337
15_morph4.jpg,hap60,1,0.825731
12_morph1.jpg,neu,0,0.487499
15_morph5.jpg,hap80,1,0.748175
12_morph3.jpg,hap40,1,1.712539
15_morph5.jpg,hap80,1,0.593320
15_morph2.jpg,hap20,1,0.518979
12_morph2.jpg,hap20,1,0.535063
15_morph3.jpg,hap40,1,0.381524
12_morph3.jpg,hap40,1,0.344649
12_morph6.jpg,hap100,1,0.057060
15_morph2.jpg,hap20,1,0.136023
15_morph4.jpg,hap60,1,0.878776
12_morph4.jpg,hap60,1,0.591976
12_morph3.jpg,hap40,1,0.616139
15_morph1.jpg,neu,0,0.547548
12_morph2.jpg,hap20,1,0.443927
12_morph3.jpg,hap40,1,0.347833
15_morph4.jpg,hap60,1,0.513096
15_morph4.jpg,hap60,1,0.498197
12_morph2.jpg,hap20,1,0.137318
15_morph5.jpg,hap80,1,0.427030
12_morph6.jpg,hap100,1,0.422444
15_morph6.jpg,hap100,1,0.306074
12_morph6.jpg,hap100,1,0.477820
15_morph1.jpg,neu,0,0.006785
15_morph1.jpg,neu,0,1.065912
12_morph5.jpg,hap80,1,0.837196
15_morph4.jpg,hap60,1,0.047664
12_morph6.jpg,hap100,1,0.381621
12_morph4.jpg,hap60,1,0.940662
12_morph4.jpg,hap60,1,0.005376
12_morph1.jpg,neu,1,1.371791
15_morph2.jpg,hap20,NaN,NaN
15_morph3.jpg,hap40,1,1.307583
15_morph6.jpg,hap100,1,1.877596
15_morph3.jpg,hap40,1,1.541315
15_morph2.jpg,hap20,0,1.400885
12_morph3.jpg,hap40,1,1.974830
15_morph5.jpg,hap80,1,1.316274
12_morph5.jpg,hap80,1,1.561272
12_morph2.jpg,hap20,NaN,NaN
12_morph2.jpg,hap20,0,2.333065
15_morph1.jpg,neu,1,1.873666
15_morph1.jpg,neu,1,0.664817
15_morph3.jpg,hap40,0,0.586502
12_morph1.jpg,neu,1,1.095891
12_morph5.jpg,hap80,NaN,NaN
